MountainRange,year,yday,dayl..s.,prcp..mm.day.,srad..W.m.2.,swe..kg.m.2.,tmax..deg.c.,tmin..deg.c.,vp..Pa.,Date,Month,MeanNDVI
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/29/2019,5,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/30/2019,5,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/31/2019,5,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/01/2019,6,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/02/2019,6,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/03/2019,6,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/04/2019,6,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/12/2019,6,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/13/2019,6,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/14/2019,6,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/15/2019,6,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/16/2019,6,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/17/2019,6,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/18/2019,6,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/23/2019,6,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/24/2019,6,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/25/2019,6,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/30/2019,6,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/01/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/02/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/03/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/04/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/05/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/06/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/07/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/08/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/10/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/14/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/15/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/16/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/17/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/25/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/26/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/27/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/28/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/29/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/30/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/31/2019,7,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/04/2019,8,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/05/2019,8,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/06/2019,8,NA
Marb,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/10/2019,8,NA
BrsS,2019,156,51148.80078,0,496,0,39,23.5,1120,06/05/2019,6,0.102639
BrsS,2019,157,51148.80078,0,432,0,38.5,26,1320,06/06/2019,6,0.110935
BrsS,2019,158,51148.80078,0,528,0,37,20,880,06/07/2019,6,0.100356
BrsS,2019,159,51148.80078,0,540.7999878,0,37,19,840,06/08/2019,6,0.117745
BrsS,2019,160,51494.39844,0,457.6000061,0,35,21.5,1000,06/09/2019,6,0.098635
BrsS,2019,161,51494.39844,0,508.7999878,0,38,21.5,1000,06/10/2019,6,0.072474
BrsS,2019,162,51494.39844,0,460.7999878,0,38,24,1160,06/11/2019,6,0.101705
BrsS,2019,163,51494.39844,0,460.7999878,0,41,26.5,1360,06/12/2019,6,0.105381
BrsS,2019,164,51494.39844,0,492.7999878,0,41,25,1240,06/13/2019,6,0.108016
BrsS,2019,165,51494.39844,0,496,0,40,24,1160,06/14/2019,6,0.097774
BrsS,2019,166,51494.39844,0,435.2000122,0,39,26,1320,06/15/2019,6,0.10943
BrsS,2019,170,51494.39844,0,489.6000061,0,38,22.5,1040,06/19/2019,6,0.103693
BrsS,2019,171,51494.39844,0,492.7999878,0,39.5,23.5,1120,06/20/2019,6,0.103596
BrsS,2019,172,51494.39844,0,483.2000122,0,37.5,22,1000,06/21/2019,6,0.100227
BrsS,2019,173,51494.39844,0,457.6000061,0,35,21,960,06/22/2019,6,0.108635
BrsS,2019,174,51494.39844,0,528,0,36,18,800,06/23/2019,6,0.098971
BrsS,2019,175,51494.39844,0,489.6000061,0,37.5,21.5,1000,06/24/2019,6,0.112403
BrsS,2019,176,51494.39844,0,508.7999878,0,37.5,20.5,920,06/25/2019,6,0.031638
BrsS,2019,177,51494.39844,0,508.7999878,0,36.5,19.5,880,06/26/2019,6,0.106502
BrsS,2019,178,51494.39844,0,473.6000061,0,36,21,960,06/27/2019,6,0.10004
BrsS,2019,179,51494.39844,0,505.6000061,0,37.5,20.5,920,06/28/2019,6,0.102081
BrsS,2019,180,51494.39844,0,476.7999878,0,37.5,22,1000,06/29/2019,6,0.078125
BrsS,2019,181,51494.39844,0,492.7999878,0,39,22.5,1040,06/30/2019,6,0.100419
BrsS,2019,182,51494.39844,0,473.6000061,0,39.5,24,1160,07/01/2019,7,0.11086
BrsS,2019,183,51494.39844,0,480,0,39.5,23.5,1120,07/02/2019,7,0.09688
BrsS,2019,184,51494.39844,0,464,0,38,23,1080,07/03/2019,7,0.084627
BrsS,2019,185,51148.80078,0,476.7999878,0,38,22.5,1040,07/04/2019,7,0.097543
BrsS,2019,186,51148.80078,0,467.2000122,0,37.5,22.5,1040,07/05/2019,7,0.103735
BrsS,2019,187,51148.80078,0,492.7999878,0,38.5,22,1000,07/06/2019,7,0.102384
BrsS,2019,188,51148.80078,0,473.6000061,0,38,22.5,1040,07/07/2019,7,0.051017
BrsS,2019,189,51148.80078,0,505.6000061,0,37.5,20.5,920,07/08/2019,7,0.10629
BrsS,2019,190,51148.80078,0,476.7999878,0,37.5,22,1000,07/09/2019,7,0.097959
BrsS,2019,191,51148.80078,0,499.2000122,0,39,22,1000,07/10/2019,7,0.110912
BrsS,2019,192,51148.80078,0,499.2000122,0,41.5,24,1160,07/11/2019,7,0.096249
BrsS,2019,193,50803.19922,0,451.2000122,0,42,27,1400,07/12/2019,7,NA
BrsS,2019,194,50803.19922,0,467.2000122,0,43,27,1400,07/13/2019,7,0.097351
BrsS,2019,195,50803.19922,0,483.2000122,0,43.5,26.5,1360,07/14/2019,7,0.100465
BrsS,2019,196,50803.19922,0,435.2000122,0,42.5,28,1480,07/15/2019,7,0.102262
BrsS,2019,197,50803.19922,0,492.7999878,0,42.5,25,1240,07/16/2019,7,0.097404
BrsS,2019,198,50803.19922,0,473.6000061,0,40.5,24.5,1200,07/17/2019,7,0.109093
BrsS,2019,199,50457.60156,0,499.2000122,0,40,22.5,1040,07/18/2019,7,0.095053
BrsS,2019,200,50457.60156,0,508.7999878,0,40,22,1000,07/19/2019,7,0.106995
BrsS,2019,201,50457.60156,0,505.6000061,0,40,22,1000,07/20/2019,7,0.095878
BrsS,2019,202,50457.60156,0,518.4000244,0,41,22,1000,07/21/2019,7,0.101624
BrsS,2019,203,50112,0,422.3999939,0,40.5,26.5,1360,07/22/2019,7,0.054909
BrsS,2019,204,50112,0,364.7999878,0,40,28.5,1520,07/23/2019,7,0.003691
BrsS,2019,205,50112,0,393.6000061,0,39.5,27,1400,07/24/2019,7,0.046493
BrsS,2019,206,50112,2,400,0,38.5,26,1320,07/25/2019,7,0.028993
BrsS,2019,207,49766.39844,0,432,0,40.5,26.5,1360,07/26/2019,7,0.106117
BrsS,2019,208,49766.39844,0,428.7999878,0,41.5,27.5,1440,07/27/2019,7,0.095598
BrsS,2019,209,49766.39844,0,454.3999939,0,43.5,28,1480,07/28/2019,7,0.100568
BrsS,2019,214,49420.80078,0,454.3999939,0,41.5,26.5,1360,08/02/2019,8,0.107382
BrsS,2019,215,49075.19922,0,454.3999939,0,41.5,26.5,1360,08/03/2019,8,0.097631
BrsS,2019,216,49075.19922,0,451.2000122,0,42,27,1400,08/04/2019,8,0.016192
BrsS,2019,217,49075.19922,0,476.7999878,0,43.5,27,1400,08/05/2019,8,0.096095
BrsS,2019,218,48729.60156,0,259.2000122,0,36,28.5,1520,08/06/2019,8,-0.008315
BrsS,2019,219,48729.60156,0,419.2000122,0,39,26,1320,08/07/2019,8,0.08965
BrsS,2019,220,48729.60156,0,464,0,39.5,24.5,1200,08/08/2019,8,0.097978
BrsS,2019,221,48384,0,467.2000122,0,39,24,1160,08/09/2019,8,0.106369
BrsS,2019,222,48384,0,473.6000061,0,37.5,22.5,1040,08/10/2019,8,0.097678
BrsS,2019,223,48384,0,483.2000122,0,37.5,22,1000,08/11/2019,8,0.109237
BrsS,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/04/2019,6,NA
BrsS,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/16/2019,6,NA
BrsS,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/17/2019,6,NA
BrsS,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/18/2019,6,NA
BrsS,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/29/2019,7,NA
BrsS,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/30/2019,7,NA
BrsS,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/31/2019,7,NA
BrsS,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/01/2019,8,NA
BrsS,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/12/2019,8,NA
CMPR,2019,144,50803.19922,0,499.2000122,0,17.5,6,360,05/24/2019,5,0.09031
CMPR,2019,145,50803.19922,0,499.2000122,0,19.5,8,400,05/25/2019,5,0.259809
CMPR,2019,146,50803.19922,0,499.2000122,0,18.5,7,360,05/26/2019,5,0.059894
CMPR,2019,147,50803.19922,0,537.5999756,0,18,5,320,05/27/2019,5,0.170841
CMPR,2019,148,50803.19922,0,556.7999878,0,20.5,6.5,360,05/28/2019,5,0.206733
CMPR,2019,149,51148.80078,0,521.5999756,0,22.5,10,440,05/29/2019,5,0.16908
CMPR,2019,150,51148.80078,0,528,0,25,12,520,05/30/2019,5,0.077139
CMPR,2019,172,51840,0,512,0,30,16.5,720,06/21/2019,6,0.191864
CMPR,2019,173,51840,0,460.7999878,0,28.5,17,720,06/22/2019,6,0.192823
CMPR,2019,174,51840,0,528,0,29.5,15,640,06/23/2019,6,0.17658
CMPR,2019,175,51840,0,492.7999878,0,30.5,17.5,760,06/24/2019,6,0.207778
CMPR,2019,176,51840,0,492.7999878,0,30.5,17.5,760,06/25/2019,6,0.160114
CMPR,2019,177,51840,0,483.2000122,0,29.5,17,720,06/26/2019,6,0.213188
CMPR,2019,193,51148.80078,0,438.3999939,0,35.5,24,1160,07/12/2019,7,NA
CMPR,2019,194,51148.80078,0,425.6000061,0,35.5,24.5,1200,07/13/2019,7,0.160951
CMPR,2019,195,51148.80078,0,480,0,36.5,23.5,1120,07/14/2019,7,0.183445
CMPR,2019,212,49766.39844,0,374.3999939,0,31.5,22.5,1040,07/31/2019,7,0.129889
CMPR,2019,213,49420.80078,0,480,0,33.5,21,960,08/01/2019,8,0.172397
CMPR,2019,214,49420.80078,0,464,0,34,22,1000,08/02/2019,8,0.176205
CMPR,2019,215,49420.80078,0,473.6000061,0,35.5,23,1080,08/03/2019,8,0.157919
CMPR,2019,218,49075.19922,0,377.6000061,0,33,24,1160,08/06/2019,8,0.143098
CMPR,2019,219,49075.19922,0,492.7999878,0,33.5,20.5,920,08/07/2019,8,0.162139
CMPR,2019,220,48729.60156,24,380.7999878,0,32.5,19,840,08/08/2019,8,0.173327
CMPR,2019,221,48729.60156,0,499.2000122,0,32,19,840,08/09/2019,8,0.174301
CMPR,2019,222,48729.60156,0,476.7999878,0,31,19,840,08/10/2019,8,0.162087
CMPR,2019,223,48384,0,502.3999939,0,31,18,800,08/11/2019,8,0.184422
CMPR,2019,224,48384,0,518.4000244,0,32,18,800,08/12/2019,8,0.15447
CMPR,2019,225,48384,0,521.5999756,0,33.5,19,840,08/13/2019,8,0.194704
CMPR,2019,226,48038.39844,0,524.7999878,0,35.5,20.5,920,08/14/2019,8,0.154964
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/23/2019,5,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,05/31/2019,5,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/01/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/02/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/03/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/04/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/05/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/06/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/07/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/08/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/09/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/10/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/11/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/12/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/13/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/14/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/15/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/16/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/17/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/18/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/19/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/20/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/27/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/28/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/29/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/30/2019,6,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/01/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/02/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/03/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/04/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/05/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/06/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/07/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/08/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/10/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/11/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/15/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/16/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/17/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/18/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/19/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/20/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/21/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/22/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/23/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/24/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/25/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/26/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/27/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/28/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/29/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/30/2019,7,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/04/2019,8,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/05/2019,8,NA
CMPR,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/15/2019,8,NA
Nopa,2019,158,51840,0,412.7999878,0,31,20.5,960,06/07/2019,6,0.134879
Nopa,2019,159,51840,0,518.4000244,0,29.5,15,640,06/08/2019,6,0.164318
Nopa,2019,160,51840,0,470.3999939,0,29,16.5,720,06/09/2019,6,0.12788
Nopa,2019,161,51840,0,518.4000244,0,32,17,720,06/10/2019,6,0.072259
Nopa,2019,162,51840,0,534.4000244,0,35,18.5,800,06/11/2019,6,0.133661
Nopa,2019,163,51840,0,515.2000122,0,36.5,21,960,06/12/2019,6,0.119196
Nopa,2019,177,51840,0,400,0,31.5,20.5,920,06/26/2019,6,0.145604
Nopa,2019,178,51840,0,412.7999878,0,32,20.5,920,06/27/2019,6,0.124842
Nopa,2019,179,51840,0,454.3999939,0,32,19,840,06/28/2019,6,0.137422
Nopa,2019,180,51840,0,473.6000061,0,33.5,19.5,880,06/29/2019,6,0.127936
Nopa,2019,181,51840,0,438.3999939,0,34,21.5,1000,06/30/2019,6,0.12739
Nopa,2019,182,51840,0,473.6000061,0,34,20,880,07/01/2019,7,0.139131
Nopa,2019,183,51840,0,425.6000061,0,33.5,21.5,1000,07/02/2019,7,0.118463
Nopa,2019,184,51840,0,441.6000061,0,32.5,20,880,07/03/2019,7,0.038017
Nopa,2019,185,51840,0,467.2000122,0,32.5,19,840,07/04/2019,7,0.117919
Nopa,2019,186,51840,0,496,0,34,19,840,07/05/2019,7,0.032287
Nopa,2019,187,51840,0,473.6000061,0,34.5,20.5,920,07/06/2019,7,0.124822
Nopa,2019,188,51494.39844,0,428.7999878,0,33,21,960,07/07/2019,7,0.099802
Nopa,2019,198,51148.80078,0,460.7999878,0,35,21.5,1000,07/17/2019,7,0.131913
Nopa,2019,199,51148.80078,0,460.7999878,0,35,21.5,1000,07/18/2019,7,0.114266
Nopa,2019,200,50803.19922,0,460.7999878,0,34.5,21,960,07/19/2019,7,0.136079
Nopa,2019,201,50803.19922,0,438.3999939,0,34,21.5,1000,07/20/2019,7,0.112907
Nopa,2019,202,50803.19922,0,496,0,37,21.5,1000,07/21/2019,7,0.130975
Nopa,2019,203,50803.19922,0,460.7999878,0,38,24,1160,07/22/2019,7,0.114576
Nopa,2019,204,50457.60156,0,348.7999878,0,36,26.5,1360,07/23/2019,7,-0.001771
Nopa,2019,205,50457.60156,0,384,0,34.5,24,1160,07/24/2019,7,0.081811
Nopa,2019,206,50457.60156,42,275.2000122,0,33.5,23.5,1120,07/25/2019,7,-0.004793
Nopa,2019,207,50457.60156,0,406.3999939,0,35,23,1480,07/26/2019,7,0.125862
Nopa,2019,208,50112,0,438.3999939,0,37,23.5,1400,07/27/2019,7,0.112959
Nopa,2019,209,50112,0,454.3999939,0,39,24.5,1400,07/28/2019,7,0.129423
Nopa,2019,211,49766.39844,0,412.7999878,0,38,25.5,1440,07/30/2019,7,0.105665
Nopa,2019,212,49766.39844,0,361.6000061,0,35.5,25,1640,07/31/2019,7,0.123169
Nopa,2019,213,49766.39844,0,422.3999939,0,36,23.5,1280,08/01/2019,8,0.11985
Nopa,2019,214,49766.39844,0,480,0,36.5,21.5,1000,08/02/2019,8,0.128951
Nopa,2019,215,49420.80078,0,483.2000122,0,38,22.5,1040,08/03/2019,8,0.073612
Nopa,2019,216,49420.80078,0,451.2000122,0,37.5,23.5,1160,08/04/2019,8,0.130942
Nopa,2019,217,49420.80078,0,457.6000061,0,38.5,24,1160,08/05/2019,8,0.113249
Nopa,2019,218,49075.19922,0,400,0,36,24,1400,08/06/2019,8,-0.00635
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/06/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/13/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/14/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/15/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/16/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/17/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/18/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/19/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/20/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/21/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/22/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/23/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/24/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,06/25/2019,6,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/08/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/09/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/10/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/11/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/12/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/13/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/14/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/15/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/16/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,07/29/2019,7,NA
Nopa,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/07/2019,8,NA
